time,snr,frequency
1238510998.3125,50.554690375961364,20.045746463820578
1238511042.4375,62.00218820855177,21.912613581073977
1238511046.3125,57.71108443258298,21.145862377765557
1238511316.1875,46.24703746220766,22.306352946568076
1238511319.5625,65.6994442407174,24.383751106669287
1238511323.5625,93.07373592585077,26.18412552826873
1238511330.4375,70.71940382699836,24.383751106669287
1238511673.0625,78.80829281724493,22.306352946568076
1238511691.1875,135.98018869998708,30.19348127879739
1238512380.3125,42.303515374674774,19.691910069658512
1238512615.125,32.83257227666487,19.002864206394037
1238512633.4375,102.74262858291084,27.13356468557116
1238512797.4375,114.15409261882805,27.13356468557116
1238512838.0625,68.08664716544574,23.11518366047584
1238512902.0625,95.68859880809146,29.66052270016965
1238512909.1875,55.862838695277865,24.821893396432394
1238512913.0625,37.960925646137206,21.912613581073977
1238512981.8125,69.93857873874164,23.95334266150107
1238513625.6875,37.37312590007158,20.405940808704077
1238513629.0625,81.27282080857627,24.383751106669287
1238513672.4375,56.08196468377411,23.95334266150107
1238513676.0625,54.55090606718378,22.70716726400097
1238513683.15625,22.742073804964644,21.08347794142613
1238514115.8125,44.419968957027386,24.821893396432394
1238514119.5625,30.241555069146237,23.11518366047584
1238514138.4375,67.2976020294208,26.18412552826873
1238514307.6875,112.8432004990716,29.66052270016965
1238514425.3125,58.59265904970546,23.53053154739409
1238514685.375,124.2524909546918,33.43465290007986
1238514712.1875,49.08397746542628,24.821893396432394
1238514715.8125,47.87745274301383,25.721937872751315
1238514719.4375,49.714396426427925,26.65461805684701
1238514722.8125,58.2612072821093,26.65461805684701
1238514960.875,107.51742303488692,29.288128885263852
1238515318.0625,88.64935454416248,25.267908497283468
1238515639.5625,112.8259474495641,29.136971610658854
1238515654.5625,89.96359991578308,25.267908497283468
1238515658.3125,84.00448022465977,25.721937872751315
1238515787.1875,106.73530489915504,24.821893396432394
1238515870.0625,92.17144791727283,28.62266195448688
1238517326.8125,136.19620768726043,28.117430607000042
1238517434.3125,124.33609610569626,25.267908497283468
1238517445.0625,128.81918435426337,28.62266195448688
1238517504.3125,139.32542451920787,29.66052270016965
1238517518.4375,128.41873268780608,30.736016386112905
1238517572.1875,69.93335511037655,22.70716726400097
1238517607.8125,101.85182346343737,27.13356468557116
1238517611.6875,102.64526310295162,27.621117322930544
1238517653.5625,188.02972887174585,38.168229145948295
1238535855.125,15.937289902787112,18.33792896520748
1238545244.339843,26.006426357670282,38.02714573408558
1238545266.605468,15.061902338215111,47.12374522892139
1238596172.8125,106.61555303343704,23.95334266150107
1238596180.875,28.01450092601154,18.33792896520748
1238685365.3125,68.15096146936418,21.145862377765557
1238685371.625,29.069009220417012,18.33792896520748
1238685391.125,32.02819119081408,18.66743619119502
1238688171.125,36.10866742006972,18.66743619119502
1238700816.0625,63.92609419401981,22.306352946568076
1238700822.625,172.67653717258239,27.15385642538314
1238718907.9375,58.880967278483496,23.95334266150107
1238718940.0625,49.2731826620671,23.53053154739409
1238719127.34375,25.999847750617587,12.055191254502105
1238719199.1875,36.649369934305284,20.045746463820578
1238736408.2285151,29.514641987834878,58.396372421131204
1238780248.9375,51.31534194813178,21.912613581073977
1238798563.8125,49.50563766670452,19.691910069658512
1238798664.6875,33.51421509621714,20.045746463820578
1238798671.8125,61.77241242829207,22.306352946568076
1238798688.3125,43.81021511902547,21.525824284392613
1238798775.0625,89.32756800161273,23.53053154739409
1238798782.375,83.99283815755922,21.63969764199515
1238833565.875,40.043178608615314,18.66743619119502
1238946944.125,27.702223539544434,19.002864206394037
1238947663.875,31.41672786615057,18.66743619119502
1238951006.875,25.8827066512073,18.66743619119502
1238951440.625,32.52631385821201,18.66743619119502
1238952649.4375,56.77076049484179,21.525824284392613
1238952660.125,19.754737405746127,18.33792896520748
1238952663.875,30.017233808960015,18.66743619119502
1238991517.3125,17.015868610576785,18.433522512887038
1238992580.875,16.007227861181725,18.66743619119502
1238994703.9375,86.63670222470371,22.306352946568076
1239007530.03125,64.82137062626049,21.803475889751624
1239008722.9375,55.750291882758034,19.691910069658512
1239008822.5625,34.309779017962164,19.34431939919945
1239008881.875,23.518281916350666,18.33792896520748
1239009151.5625,36.546240674301465,20.405940808704077
1239022349.417968,38.53242002528336,38.02714573408558
1239105867.375,19.954695815402733,18.33792896520748
1239105890.9375,31.028819868326718,19.71402458361143
1239105895.8125,94.192964085167,24.383751106669287
1239105900.3125,90.87659163543805,24.383751106669287
1239106055.1875,56.21553363751837,27.621117322930544
1239106060.3125,108.083845264039,30.19348127879739
1239106066.0625,35.60238323792087,22.306352946568076
1239106073.0625,20.648372352868673,20.405940808704077
1239106103.125,19.368125997464247,18.33792896520748
1239106166.4375,66.27540567328991,26.18412552826873
1239106172.625,16.93970887558661,19.002864206394037
1239106178.5625,59.11256317265161,23.53053154739409
1239106252.875,19.82302130494693,18.33792896520748
1239106257.375,17.86704912521078,18.66743619119502
1239106346.375,32.81604883456936,18.777530787493827
1239106361.4375,72.38418925211121,27.621117322930544
1239106371.1875,80.2885609943349,28.117430607000042
1239106409.59375,39.53701670732126,21.803475889751624
1239106415.625,42.36173322092067,20.44589405632817
1239106421.4375,44.105991054623644,21.525824284392613
1239106464.6875,54.89604914766478,23.53053154739409
1239106496.0625,41.067993451414814,21.145862377765557
1239106521.375,86.14178037556098,27.935346237978088
1239106531.4375,72.02035422874033,27.13356468557116
1239106542.125,152.61233643244273,33.43465290007986
1239106555.4375,30.876296282343105,20.772607347891753
1239152694.1875,131.1255398210929,25.267908497283468
1239156676.625,137.72365771190536,26.898248633001817
1239156855.125,34.7800131565339,18.66743619119502
1239157026.125,39.56804833672003,18.66743619119502
1239157030.4375,62.70929858942125,20.405940808704077
1239157043.125,43.41536262413236,18.66743619119502
1239157211.875,30.759430187559403,18.33792896520748
1239157215.375,36.03217595676322,19.002864206394037
1239157267.8125,93.72071713338808,23.95334266150107
1239158001.5625,41.10290330276439,19.063024838194217
1239158060.5625,63.62030935979355,20.772607347891753
1239158087.375,21.11901162196936,18.33792896520748
1239158236.0625,47.6313573944674,20.045746463820578
1239158254.125,37.64010275234249,21.034328261183134
1239158322.8125,109.00763752243245,23.53053154739409
1239158385.1875,86.97089915519119,22.70716726400097
1239158509.6875,89.82577504041801,21.525824284392613
1239158546.625,30.74079523764195,18.66743619119502
1239158550.6875,71.6915675181748,22.70716726400097
1239158554.9375,52.57512008586362,20.045746463820578
1239158819.9375,50.11632251894767,20.772607347891753
1239158850.5625,21.896121774743648,19.063024838194217
1239159021.4375,106.95753171737148,23.53053154739409
1239159105.375,40.15485695631525,18.66743619119502
1239159396.125,19.58016524816405,18.33792896520748
1239159471.5625,75.90412311931941,23.95334266150107
1239159475.8125,81.16979195467331,25.267908497283468
1239159492.3125,118.09726788582847,29.136971610658854
1239159510.0625,20.618394665186788,19.063024838194217
1239159936.5625,50.327568512891894,20.772607347891753
1239160079.875,51.97371244114307,19.002864206394037
1239160083.9375,80.19306486015512,20.772607347891753
1239160347.125,26.203352183821224,18.33792896520748
1239160383.5625,77.93641657383806,23.95334266150107
1239160392.0625,25.40602941648973,19.063024838194217
1239160396.125,22.256650799594173,18.33792896520748
1239160447.8125,32.54056869603675,19.34431939919945
1239160452.1875,82.99461167551969,25.267908497283468
1239160456.1875,45.18796213445,20.772607347891753
1239160518.125,30.56799892356632,18.66743619119502
1239160526.5625,30.97833565723048,19.063024838194217
1239160617.0625,72.46555012469393,21.145862377765557
1239160620.875,45.37076555374417,19.002864206394037
1239160687.0625,60.55460681746087,21.145862377765557
1239160857.375,24.009639081713004,18.33792896520748
1239160959.625,35.8769525086365,18.252230370913907
1239161004.625,41.4683885441199,19.002864206394037
1239161012.125,29.793561978516287,18.66743619119502
1239161059.8125,56.323456765094086,20.405940808704077
1239161283.4375,71.04964245128309,21.912613581073977
1239161291.125,23.63061928256818,18.66743619119502
1239161491.1875,58.84313206208471,20.405940808704077
1239161908.5625,43.78802333154513,19.71402458361143
1239161912.1875,60.09249216950281,20.045746463820578
1239161974.9375,75.5322507583667,20.772607347891753
1239162158.1875,50.78194152411667,19.691910069658512
1239162263.625,137.2894068878315,29.847410214615802
1239162469.4375,47.512102760252,19.691910069658512
1239162575.8125,42.60229576858944,19.34431939919945
1239162594.0625,43.452813801866206,20.405940808704077
1239162636.6875,116.2240161384028,26.18412552826873
1239162917.1875,48.06833274786382,20.772607347891753
1239162925.4375,71.08767932652755,23.11518366047584
1239162929.125,33.986828853363626,18.66743619119502
1239162942.375,17.883602189753702,18.33792896520748
1239163287.5625,43.574428405760145,20.045746463820578
1239163291.5625,58.431669571254304,21.145862377765557
1239163295.9375,84.84399139565936,21.912613581073977
1239163347.375,19.8484856322348,18.33792896520748
1239163351.6875,30.03723053854024,19.34431939919945
1239163355.8125,89.64736523521074,23.53053154739409
1239163385.625,24.410980556139823,18.66743619119502
1239163418.5625,30.54861209923857,19.34431939919945
1239163508.875,26.93673935713933,18.66743619119502
1239163516.6875,80.57762809782861,22.306352946568076
1239163649.3125,43.70949710353089,19.71402458361143
1239163723.0625,36.956723331054356,19.71402458361143
1239163831.8125,53.18950209044877,20.405940808704077
1239164007.3125,48.64709730634533,20.045746463820578
1239164011.5625,48.27489387540235,20.405940808704077
1239164098.6875,47.50981415700046,21.525824284392613
1239164102.625,24.78496583614313,18.33792896520748
1239164107.3125,32.8800647486728,20.045746463820578
1239164111.3125,46.236967275843774,20.772607347891753
1239164120.3125,29.43586293698452,19.063024838194217
1239164124.125,31.571861476932654,18.6007719833014
1239164128.5625,45.90549227095231,20.405940808704077
1239164132.9375,74.12812888273399,23.53053154739409
1239164158.875,18.683976198549136,18.33792896520748
1239164490.125,35.199071776326726,18.66743619119502
1239164612.3125,53.38254965100374,20.772607347891753
1239164624.875,30.305293221489677,18.66743619119502
1239164629.0625,133.7234765744128,26.65461805684701
1239164645.9375,68.47726596872492,21.525824284392613
1239164654.5625,105.71890568173693,26.18412552826873
1239164662.8125,81.31867635792325,24.821893396432394
1239164667.0625,65.61590693570358,23.11518366047584
1239164671.125,22.883700692491285,18.33792896520748
1239164785.0625,97.12852651721336,22.70716726400097
1239164789.5625,61.95166896754256,21.145862377765557
1239164793.3125,74.15727899833368,20.772607347891753
1239164831.21875,42.92705751153104,20.387255883156616
1239164834.4375,61.735891527552965,21.145862377765557
1239164896.1875,80.12814694528394,22.70716726400097
1239165113.625,30.09377345322494,18.66743619119502
1239165126.5625,56.02510152282827,20.045746463820578
1239165131.0625,74.1955787306219,21.912613581073977
1239165139.0625,91.68826367783413,22.70716726400097
1239165349.375,16.302303994908005,18.33792896520748
1239165356.9375,111.56464511212737,24.821893396432394
1239165448.0625,63.56686682903687,21.525824284392613
1239165741.5625,109.71403630470068,25.267908497283468
1239165749.5625,35.163399357432205,19.691910069658512
1239165773.375,25.43505533167932,18.66743619119502
1239165857.9375,59.52580971198183,21.145862377765557
1239165867.0625,52.762306701710656,20.405940808704077
1239165870.6875,53.9071712666722,20.405940808704077
1239165874.9375,66.12197589850027,22.70716726400097
1239165879.1875,97.93236777125976,23.53053154739409
1239165883.1875,40.87364690914984,20.045746463820578
1239166266.875,32.60025294229113,18.66743619119502
1239166274.875,21.415441695289122,18.33792896520748
1239166292.625,27.92375772824336,18.66743619119502
1239166300.9375,87.78224804255754,23.11518366047584
1239166304.5625,32.21665524106035,19.691910069658512
1239166413.0625,24.55274782931624,22.306352946568076
1239166417.1875,29.312898824045764,22.70716726400097
1239166420.9375,96.95181607227688,26.65461805684701
1239166425.3125,79.00233378932455,26.65461805684701
1239166433.3125,43.3684219565394,23.53053154739409
1239166441.4375,90.7206612528332,27.621117322930544
1239166444.8125,82.84938714738136,27.621117322930544
1239166673.0625,50.332314885334924,21.145862377765557
1239166676.6875,97.4349496833337,23.11518366047584
1239166680.8125,44.38933022120839,20.405940808704077
1239166789.3125,38.63552496199736,19.691910069658512
1239166800.6875,96.60661459802559,23.95334266150107
1239166838.3125,37.689883012648565,21.145862377765557
1239166842.1875,67.79099491451386,25.721937872751315
1239166846.8125,70.98691745586557,24.383751106669287
1239166851.1875,49.73124031074636,23.11518366047584
1239166855.1875,80.81914256418206,25.721937872751315
1239166923.1875,37.83688439396279,20.772607347891753
1239167056.875,26.56415291886505,18.66743619119502
1239167090.6875,43.98888003814011,20.045746463820578
1239167117.375,33.10694385201994,18.66743619119502
1239167131.875,15.601808758601182,18.33792896520748
1239167136.1875,35.09967668591789,19.34431939919945
1239167139.8125,29.272975362404807,19.71402458361143
1239167490.625,15.849737776747295,18.33792896520748
1239167645.1875,44.314908135806895,19.34431939919945
1239167701.8125,33.88446126003583,19.34431939919945
1239167705.6875,41.32150857759162,19.691910069658512
1239167745.6875,32.26609132209774,19.34431939919945
1239167761.6875,20.64087139879492,18.433522512887038
1239168154.8125,94.22105528851866,23.95334266150107
1239168158.9375,44.484126672153494,19.691910069658512
1239168195.0625,76.11719878194037,23.53053154739409
1239168198.8125,47.53384661137702,21.912613581073977
1239168202.6875,42.15488247923,20.045746463820578
1239168206.1875,39.819557105907975,20.045746463820578
1239168418.8125,71.42347993884296,21.145862377765557
1239168436.4375,119.13492054812764,24.821893396432394
1239168440.6875,51.819199854800644,21.145862377765557
1239168453.3125,40.780071605667736,19.691910069658512
1239168572.3125,38.633762620975354,19.34431939919945
1239168576.875,27.59005293366065,18.33792896520748
1239168738.1875,129.11345980646414,28.117430607000042
1239168751.1875,41.75437518196757,19.34431939919945
1239168755.8125,35.85532894574647,19.34431939919945
1239168785.9375,48.01300532152438,20.405940808704077
1239168790.4375,64.78513669220429,23.11518366047584
1239168794.4375,90.38234077975595,26.18412552826873
1239168802.3125,33.979157008154225,19.691910069658512
1239168967.9375,34.67594151383108,19.063024838194217
1239169028.125,31.467504271102428,18.66743619119502
1239169035.5625,92.39421006743395,25.267908497283468
1239169226.125,17.413668798413223,18.33792896520748
1239169257.3125,93.27010763148095,23.53053154739409
1239169293.4375,80.42371083613979,22.306352946568076
1239169398.625,25.506771792388104,18.66743619119502
1239169402.9375,51.19013937835722,20.405940808704077
1239169406.6875,63.403544672047005,20.772607347891753
1239169419.53125,48.45424909689127,20.387255883156616
1239169455.8125,35.24789807698289,19.34431939919945
1239169459.6875,45.71575229040875,20.045746463820578
1239169584.6875,39.28752908288929,19.34431939919945
1239169592.8125,116.49188364789889,26.65461805684701
1239169596.6875,78.97812768481081,22.70716726400097
1239169600.875,41.820915197750985,19.002864206394037
1239169627.125,61.1415663342695,23.56236133527643
1239169631.3125,40.80717319308771,21.912613581073977
1239169636.0625,73.29582650072062,26.18412552826873
1239169639.6875,99.62993887042236,27.621117322930544
1239169648.0625,43.7652338690539,21.912613581073977
1239169652.4375,54.495495374063,23.11518366047584
1239169745.6875,90.82266746466792,23.95334266150107
1239169753.0625,38.863053345810684,19.71402458361143
1239169797.5625,35.345152754933096,19.063024838194217
1239170089.9375,108.81765855208386,24.821893396432394
1239170093.8125,52.23963797558985,20.405940808704077
1239170254.6875,54.25236065562861,21.912613581073977
1239170261.875,31.302203496825324,19.002864206394037
1239170265.8125,55.012592760759794,21.525824284392613
1239170269.875,29.33520196216013,19.002864206394037
1239170290.0625,58.16983192408677,21.525824284392613
1239170293.15625,38.27424885294521,20.387255883156616
1239170675.125,37.36920944681807,18.66743619119502
1239170678.6875,31.203438056230226,19.063024838194217
1239170682.375,34.447838118496364,18.66743619119502
1239170686.375,27.15085508149482,18.66743619119502
1239170861.375,25.3738501662173,18.33792896520748
1239171011.875,18.584721321107683,18.66743619119502
1239171015.8125,69.49162416465043,21.912613581073977
1239171019.375,36.882192694711044,18.66743619119502
1239171196.5625,71.16964646018181,20.772607347891753
1239171320.375,32.01482892724445,18.33792896520748
1239171331.0625,56.82837887154332,19.691910069658512
1239171401.4375,75.66233342105481,21.525824284392613
1239171405.625,23.501718962527786,18.66743619119502
1239171408.90625,57.135631967439956,21.08347794142613
1239171447.3125,45.36822860362179,19.34431939919945
1239171451.3125,85.66939494987143,22.306352946568076
1239171455.3125,49.2055868488421,19.691910069658512
1239171526.5625,46.94061222791245,22.306352946568076
1239171534.3125,143.4687935585165,32.42281716545349
1239171549.625,16.417099631185163,18.66743619119502
1239171608.1875,44.6561056455616,20.405940808704077
1239171613.0625,41.841278517129695,20.045746463820578
1239171616.875,16.7581455169621,18.252230370913907
1239171620.9375,33.49899305919864,19.34431939919945
1239171794.5625,48.69101664355692,21.145862377765557
1239171798.5625,65.38193952395072,22.306352946568076
1239171826.4375,117.55449156714005,26.18412552826873
1239171980.6875,80.48658498582604,23.11518366047584
1239171984.1875,49.084943955636845,20.045746463820578
1239171988.125,37.803986732654366,18.33792896520748
1239172298.4375,34.286715349898444,19.063024838194217
1239172407.125,34.812512292521035,18.66743619119502
1239172491.375,21.806533276247755,18.33792896520748
1239172495.875,32.00278422021475,18.66743619119502
1239172554.125,40.26095580895787,18.66743619119502
1239172589.625,29.593836257364764,18.66743619119502
1239172593.5625,60.456866682073,21.145862377765557
1239172597.5625,60.83290725608301,20.405940808704077
1239172613.3125,58.048616042145646,20.405940808704077
1239172616.6875,44.902340081816575,19.691910069658512
1239172645.1875,36.687651611103675,19.34431939919945
1239172692.46875,60.46970918224152,21.803475889751624
1239172956.625,26.227108146504268,18.33792896520748
1239172992.5625,38.320777323616866,19.71402458361143
1239173004.1875,40.87153057618863,19.34431939919945
1239173110.9375,48.06024349653451,19.34431939919945
1239173473.3125,54.547540736481636,20.045746463820578
1239173481.4375,47.176584449084864,19.691910069658512
1239173485.125,39.99222806657095,19.002864206394037
1239173529.1875,34.397318261553195,19.063024838194217
1239173541.3125,112.34756892816608,24.383751106669287
1239173792.1875,62.32419307783799,20.772607347891753
1239173912.4375,62.42948013787222,20.405940808704077
1239173951.875,38.44876388140093,19.002864206394037
1239173955.6875,52.276129449547454,20.772607347891753
1239173959.6875,58.31111739026352,20.772607347891753
1239174099.3125,52.62294685837928,19.34431939919945
1239174124.375,27.230112951871508,18.33792896520748
1239174137.5625,35.025273217150136,19.691910069658512
1239174141.375,22.059890565964256,18.33792896520748
1239174190.375,22.158227791551,18.33792896520748
1239174218.125,34.68536415188696,18.66743619119502
1239174292.4375,55.65677635153477,21.912613581073977
1239174300.625,89.10631165870909,25.41434501302136
1239174312.125,35.384118525976206,19.002864206394037
1239174526.4375,48.823710442084646,20.045746463820578
1239174530.3125,93.85910822272317,23.53053154739409
1239174804.0625,38.87448715861885,20.045746463820578
1239174811.8125,94.30747456645041,21.912613581073977
1239175321.125,21.349750738185055,18.33792896520748
1239175324.4375,32.97199054784852,19.34431939919945
1239175328.625,28.145302982364413,18.66743619119502
1239175419.65625,51.76064164133185,20.387255883156616
1239175423.4375,77.36637592847609,21.525824284392613
1239175431.375,28.81932853575261,18.66743619119502
1239175533.3125,79.9533015200942,24.821893396432394
1239175569.4375,47.6552162555804,20.045746463820578
1239175573.0625,65.90224096743887,22.306352946568076
1239175609.6875,33.0629954903967,19.34431939919945
1239175654.6875,58.388438596036075,20.772607347891753
1239175753.0625,33.51647868029995,19.34431939919945
1239175945.375,16.615868793077635,18.66743619119502
1239175952.6875,41.77777644214147,19.34431939919945
1239175956.5625,33.620508119607464,19.063024838194217
1239176052.6875,46.009674907379114,19.691910069658512
1239176172.375,26.39787690971801,18.33792896520748
1239176181.4375,78.96722385205555,23.11518366047584
1239176185.5625,137.42578057571498,26.18412552826873
1239176287.4375,43.27713531429344,20.045746463820578
1239176291.3125,78.93404238733702,22.70716726400097
1239176295.6875,32.31988523334831,19.34431939919945
1239176357.3125,58.31970189687222,21.525824284392613
1239176428.125,37.4970194804984,18.66743619119502
1239176489.0625,20.69452981223246,18.433522512887038
1239176492.3125,39.1323070481912,20.405940808704077
1239176911.5625,35.063313587260254,20.045746463820578
1239177101.0625,36.22589330721772,24.383751106669287
1239177615.4375,83.21761955170494,22.306352946568076
1239178076.375,39.08099986858624,19.002864206394037
1239178341.1875,37.246821200796106,19.34431939919945
1239178577.125,32.61266309304454,19.002864206394037
1239178585.125,18.252535660320078,18.33792896520748
1239178589.1875,55.38914517348964,20.772607347891753
1239178765.1875,33.04970896020459,20.045746463820578
1239178798.6875,142.46157156008374,31.28830009909439
1239179183.4375,40.58036216644611,20.405940808704077
1239180253.8125,99.31337365759191,24.383751106669287
1239180627.5625,85.73943906675957,22.306352946568076
1239180631.625,74.27056131197804,21.63969764199515
1239180635.5625,80.36540120104006,23.53053154739409
1239182096.8125,91.55367136268171,24.821893396432394
1239182303.3125,93.8903672470578,26.65461805684701
1239182323.6875,110.25045580084708,28.62266195448688
1239183888.1875,83.97244314858042,23.53053154739409
1239184000.1875,82.31199960469836,22.70716726400097
1239185175.0625,137.45612466467335,29.136971610658854
1239185942.5625,80.54586479050351,25.721937872751315
1239185962.1875,60.72398791221713,22.306352946568076
1239188777.6875,73.14861960623661,24.821893396432394
1239188898.3125,81.8603233174927,23.95334266150107
1239195222.125,23.47896702810632,18.66743619119502
1239195509.125,38.13865070239799,18.66743619119502
1239195822.1875,37.77775815334541,21.525824284392613
1239195838.6875,66.4560675395198,23.53053154739409
1239196036.5625,31.37452377034154,20.772607347891753
1239196075.1875,37.793979629471615,19.691910069658512
1239196218.8125,51.77409925029532,21.525824284392613
1239196323.0625,44.915276403102844,21.145862377765557
1239196541.375,40.770055374778096,19.002864206394037
1239196697.0625,24.8972362010322,19.691910069658512
1239196886.9375,67.5616073797771,21.525824284392613
1239196909.4375,87.02266602495995,22.70716726400097
1239196913.1875,64.11071075639009,22.70716726400097
1239197836.0625,48.94661783450846,20.772607347891753
1239198413.0625,26.812020267963707,19.063024838194217
1239198504.125,34.329007298749644,18.66743619119502
1239198666.375,16.916583595548865,18.33792896520748
